Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (VND),Competitive Density,SERP Features
các trò chơi sinh hoạt tập thể,"Informational, Commercial",90,"0.80,1.00,0.20,0.20,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.20",47,0.00,0.07,"Sitelinks, AI Overview, Image pack, Video, Related searches"
các trò chơi sinh nhật cho bé,"Informational, Commercial",90,"0.25,0.50,0.25,0.50,0.25,0.50,0.25,0.25,0.25,0.25,1.00,0.25",9,0.00,1.00,"Sitelinks, AI Overview, Image pack, Video, Related searches"
các trò chơi thông minh,"Informational, Commercial",90,"0.20,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,1.00,0.20",44,0.00,0.90,"Sitelinks, Image pack, Video carousel, Related searches"
các trò chơi trong dragon park,Informational,90,"0.20,0.00,0.20,0.20,0.00,0.00,0.20,0.40,0.20,0.00,1.00,0.80",6,0.00,0.00,"Sitelinks, AI Overview, Image, Video, Related searches"
các trò chơi trong lớp học,"Informational, Commercial",90,"0.27,1.00,1.00,0.09,0.18,0.09,0.64,1.00,0.27,0.09,0.09,0.18",45,0.00,0.10,"Sitelinks, Image pack, Video, Related searches"
các trò chơi trong thiên đường bảo sơn,"Informational, Transactional",90,"0.25,0.25,0.25,0.25,0.25,0.25,1.00,0.50,0.25,0.25,0.25,0.25",16,0.00,0.04,"Sitelinks, AI Overview, Image, Video, Related searches"
các trò chơi trên biển,Informational,90,"1.00,0.04,0.42,0.04,0.04,0.08,0.04,0.04,0.15,0.04,0.04,1.00",51,0.00,0.00,"Featured snippet, Sitelinks, AI Overview, Video, Video carousel, Related searches"
các trò chơi trên xe,"Informational, Commercial",90,"0.03,0.03,0.03,0.03,0.03,0.08,0.03,1.00,0.03,0.03,0.03,0.05",11,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Related searches"
các trò chơi tại đầm sen,Informational,90,"1.00,0.43,0.14,0.14,0.14,0.14,0.14,1.00,1.00,0.29,0.14,0.14",23,0.00,0.05,"Featured snippet, Sitelinks, AI Overview, Image, Image pack, Video, Related searches"
các trò chơi vinpearl nha trang,,90,"0.02,0.07,0.02,0.02,0.05,0.02,0.07,0.05,0.12,0.15,1.00,0.29",,2642.71,0.13,
các trò chơi vui nhộn dành cho thiếu nhi,Informational,90,"0.33,0.33,1.00,0.00,1.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00",47,0.00,0.00,"Featured snippet, Sitelinks, AI Overview, Video, Related searches"
các trò chơi vui vẻ,"Informational, Commercial",90,"1.00,0.20,0.60,0.20,0.20,0.20,0.40,0.80,0.20,0.40,0.40,0.20",44,0.00,0.30,"Sitelinks, Image pack, Video, Related searches"
các trò chơi về biển báo giao thông,"Informational, Commercial",90,"0.29,0.14,1.00,0.43,0.14,0.43,0.14,0.14,0.14,0.14,0.00,0.14",6,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Related searches"
các trò chơi về ô nhiễm môi trường,Informational,90,"0.00,0.75,0.00,0.25,0.25,0.75,0.25,0.25,0.25,1.00,0.25,0.00",20,0.00,0.00,"Featured snippet, AI Overview, Image, Video, Related searches"
các trò chơi âm nhạc cho trẻ mầm non,Informational,90,"0.07,1.00,0.29,0.15,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01",6,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, Related searches"
các trò chơi ở công viên thỏ trắng,"Informational, Commercial",90,"0.14,0.14,1.00,0.29,0.14,0.71,0.29,1.00,0.14,0.14,0.14,0.14",28,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches"
các trò chơi ở hà nội,Informational,90,"0.56,0.11,0.11,0.56,0.11,0.22,0.11,0.11,0.33,0.22,0.11,1.00",23,0.00,0.02,"Sitelinks, AI Overview, Image pack, Video, Related searches"
các trò chơi ở vinpearl nam hội an,,90,"0.01,0.01,0.01,0.07,0.03,0.12,0.01,0.01,0.01,0.01,0.01,1.00",,3435.52,0.16,
miêu tả một trong các đồ chơi hoặc trò chơi,Informational,90,"0.00,0.00,0.50,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00",12,0.00,0.00,"AI Overview, Image pack, Video, Related searches"
trò chơi cho các cặp đôi,Informational,90,"1.00,0.79,0.64,1.00,0.50,0.64,0.50,0.64,0.79,0.64,0.50,0.79",36,0.00,0.86,"Sitelinks, Image pack, Video, Related searches"
trò chơi tìm nhà cho các con vật,Informational,90,"0.20,0.80,0.60,0.80,1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20",10,0.00,0.06,"Sitelinks, Image pack, Video, Related searches"
trò chơi xếp hình các con vật,Informational,90,"0.50,0.50,0.50,1.00,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50",25,0.00,0.45,"Image, Image pack, Video, Related searches"
ý nghĩa của các trò chơi dân gian,,90,"0.01,0.01,0.05,0.01,0.01,0.01,0.03,0.01,1.00,0.06,0.02,0.01",,0.00,0.00,
các khu trò chơi ở sài gòn,Informational,70,"0.29,0.57,0.71,1.00,0.14,0.29,0.57,0.14,0.71,0.57,0.14,0.14",33,0.00,0.02,"Featured snippet, Sitelinks, Image pack, Knowledge panel, Related searches"
các trò chơi cho bé,,70,"0.10,1.00,0.02,0.10,0.02,0.06,0.06,0.06,0.02,0.02,0.04,0.02",,0.00,0.72,
các trò chơi cho bé 1 2 tuổi,Informational,70,"1.00,0.67,0.33,0.33,0.67,0.33,0.33,0.67,0.67,0.33,0.33,0.33",22,0.00,0.89,"Sitelinks, AI Overview, Image pack, Video, Related searches"
các trò chơi cho bé 18 tháng tuổi,,70,"0.57,0.14,1.00,0.14,0.14,0.14,0.29,0.14,0.14,0.14,0.14,0.14",9,0.00,0.29,"Sitelinks, Image pack, Video, Related searches"
các trò chơi cho bé 6 tháng tuổi,"Informational, Commercial",70,"0.14,0.14,1.00,0.43,0.14,0.14,0.14,0.43,0.14,0.57,0.14,0.14",16,0.00,0.77,"Sitelinks, Image pack, Video, Related searches"
các trò chơi cho người cao tuổi,"Informational, Commercial",70,"0.20,0.20,0.40,0.60,1.00,0.20,0.20,0.80,0.20,0.20,0.20,0.20",4,7135.31,0.89,"Sitelinks, Image pack, Video, Related searches"
các trò chơi cá,Informational,70,"1.00,0.50,0.50,0.50,0.00,0.00,0.50,0.50,0.00,0.50,0.50,0.50",52,0.00,0.00,"Sitelinks, Video, Related searches"
các trò chơi dân gian bằng tiếng anh,,70,"0.08,0.04,0.81,1.00,0.42,0.12,0.04,0.04,0.27,0.04,0.04,0.27",,0.00,0.01,
các trò chơi dân gian mầm non,,70,"0.29,0.50,0.64,0.50,1.00,0.79,0.79,0.79,0.64,0.29,0.14,0.14",,0.00,0.78,
các trò chơi dân gian trong tiếng anh,"Informational, Commercial",70,"0.25,0.25,0.25,0.25,0.25,1.00,0.75,0.75,0.25,0.25,0.50,0.75",22,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Related searches"
các trò chơi dân gian trong trường thcs,Informational,70,"0.20,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",9,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Related searches"
các trò chơi dân gian trong đêm trung thu,Informational,70,"0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.11,0.00",23,0.00,0.00,"Featured snippet, Sitelinks, AI Overview, Video, Related searches"
các trò chơi dân gian vui,Informational,70,"1.00,0.44,0.53,0.66,0.03,0.03,0.03,0.03,0.09,0.06,0.03,0.06",59,0.00,0.79,"Featured snippet, Sitelinks, AI Overview, Video, Related searches"
các trò chơi dưới hồ bơi,"Informational, Commercial",70,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",8,0.00,0.00,"Sitelinks, AI Overview, Video, Related searches"
các trò chơi google,"Informational, Transactional",70,"0.81,0.02,0.66,1.00,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02",47,0.00,0.00,"Featured snippet, Sitelinks, Image pack, Video, Related searches"
các trò chơi hay trên ch play,"Informational, Transactional",70,"0.33,0.11,0.11,0.56,0.11,0.11,0.11,0.11,0.11,1.00,0.78,0.56",54,0.00,0.02,"Sitelinks, Image pack, Video, Related searches"
các trò chơi học tập ở tiểu học,,70,"0.23,0.03,0.28,0.28,1.00,0.03,0.03,0.03,0.08,0.03,0.08,0.08",,0.00,0.50,
các trò chơi hội chợ xuân,Informational,70,"0.11,0.22,0.11,0.11,0.11,1.00,0.11,0.11,0.00,0.00,0.11,0.56",17,0.00,0.69,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches"
các trò chơi khi đi biển,"Informational, Commercial",70,"1.00,0.20,0.40,0.20,0.20,0.00,0.20,0.20,0.20,0.20,0.20,0.20",45,0.00,0.00,"Sitelinks, Image pack, Video, Related searches"
các trò chơi liên quan đến hóa học,"Informational, Commercial",70,"0.00,0.25,0.25,0.25,0.25,0.25,1.00,0.25,0.00,0.75,0.00,0.25",16,0.00,0.00,"AI Overview, Image pack, Video, Related searches"
các trò chơi môn tiếng anh trên powerpoint,"Informational, Commercial",70,"1.00,0.50,0.50,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.00,0.25",9,0.00,0.00,"Sitelinks, Image, Image pack, Video, Related searches"
các trò chơi nguy hiểm,Informational,70,"0.11,0.11,0.22,0.11,0.11,1.00,0.11,0.11,0.11,0.22,0.22,0.11",28,0.00,0.00,"Featured snippet, Image pack, Video, Related searches"
các trò chơi sinh hoạt tập thể trong nhà,"Informational, Commercial",70,"0.25,0.25,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",47,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video carousel, Related searches"
các trò chơi suối tiên,Informational,70,"0.14,0.14,0.29,0.14,0.43,0.43,1.00,1.00,0.14,0.14,0.43,0.14",15,0.00,0.04,"AI Overview, Image, Video, Related searches"
các trò chơi sân khấu vui nhộn,Informational,70,"0.33,0.67,0.67,0.67,0.33,0.33,0.33,1.00,0.33,0.33,1.00,0.33",14,0.00,0.31,"Sitelinks, AI Overview, Image pack, Video, Related searches"
các trò chơi team building cho gia đình,"Informational, Commercial",70,"0.57,0.14,0.14,0.14,0.43,0.14,0.14,0.14,1.00,0.14,0.14,0.14",16,0.00,0.08,"Sitelinks, Image pack, Video, Related searches"
các trò chơi team building dưới nước,Informational,70,"0.11,0.11,0.44,0.11,0.22,0.00,0.22,0.44,0.11,0.22,0.11,1.00",15,0.00,0.00,"Featured snippet, Sitelinks, AI Overview, Video, Related searches"
các trò chơi thể thao,Informational,70,"0.64,1.00,0.79,0.50,0.64,0.36,0.79,0.64,1.00,0.64,0.29,0.36",48,0.00,0.17,"Featured snippet, Sitelinks, AI Overview, Video, Related searches"
các trò chơi trong dạy học,,70,"0.03,0.03,1.00,0.36,0.03,0.03,0.03,0.36,0.05,0.05,0.03,0.03",,0.00,0.37,
các trò chơi trong quán trà sữa,Informational,70,"0.25,0.25,0.25,0.00,0.50,0.00,0.75,0.25,0.25,0.00,1.00,0.00",26,0.00,0.00,"Featured snippet, Video, Related searches"
các trò chơi trong sinh nhật,"Informational, Commercial",70,"0.11,0.11,0.11,0.11,0.11,0.11,0.56,0.56,0.11,1.00,0.11,0.11",24,0.00,0.11,"Sitelinks, Image pack, Video, Related searches"
các trò chơi trong team building,"Informational, Commercial",70,"0.50,0.50,0.50,1.00,1.00,0.50,0.50,0.50,1.00,0.50,0.50,0.50",41,0.00,0.24,"Sitelinks, Image pack, Video, Related searches"
các trò chơi trong tiếng anh,,70,"0.06,1.00,1.00,0.65,0.53,0.06,0.65,0.12,0.06,0.06,0.06,0.06",,0.00,0.04,
các trò chơi trong tiệc tất niên công ty,,70,"0.01,0.01,0.01,0.03,0.01,1.00,0.01,0.01,0.00,0.00,0.00,0.01",,0.00,0.00,
các trò chơi trong trung thu,"Informational, Commercial",70,"1.00,0.14,0.14,0.14,0.14,0.00,0.71,0.29,0.14,0.14,0.14,0.43",20,0.00,0.00,"Sitelinks, Video, Knowledge panel, Related searches"
các trò chơi trong đám cưới,"Informational, Commercial",70,"0.14,0.14,0.43,0.14,0.14,0.14,0.29,0.14,0.57,0.29,1.00,0.14",3,0.00,0.01,"Sitelinks, Image pack, Video, Related searches"
các trò chơi trên mặt nước,Informational,70,"0.40,0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.20,0.40,0.20,0.20",14,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Related searches"
các trò chơi tương tác online,Informational,70,"0.78,0.78,1.00,1.00,0.78,0.56,0.78,0.56,0.56,0.56,0.78,0.56",16,0.00,0.02,"Sitelinks, Video, Related searches"
các trò chơi tại dragon park,Informational,70,"0.29,0.14,1.00,0.14,0.00,0.14,0.14,0.00,0.14,0.00,0.00,0.00",3,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches"
các trò chơi tập the liên hoàn,Informational,70,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00",50,0.00,0.00,"Featured snippet, Sitelinks, AI Overview, Image pack, Video, Related searches"
các trò chơi tập thể trong phòng,"Informational, Commercial",70,"0.40,1.00,0.40,0.40,0.20,0.20,0.20,0.00,0.20,0.20,0.60,0.00",45,0.00,0.50,"Sitelinks, Video, People also ask, Related searches"
các trò chơi tập thể vui nhộn bằng tiếng anh,Informational,70,"0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.20,0.00",25,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Related searches"
các trò chơi tập thể vui nhộn trong lớp học,Informational,70,"1.00,0.14,0.14,0.14,0.14,0.14,0.29,0.14,0.29,0.14,0.00,0.00",44,0.00,0.25,"AI Overview, Image pack, Video, Related searches"
các trò chơi tập thể vui nhộn trên biển,Informational,70,"0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",43,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Related searches"
các trò chơi tổ chức ngày 8 3,,70,"0.00,0.00,0.02,0.00,0.00,0.00,0.19,1.00,0.02,0.00,0.00,0.02",,0.00,0.00,
các trò chơi vui nhất,,70,"0.02,0.02,0.07,0.02,0.03,0.02,0.03,0.08,0.02,0.05,0.03,1.00",,0.00,0.41,
các trò chơi vào ngày tết,Informational,70,"0.60,0.80,0.20,0.20,1.00,0.20,0.40,0.20,0.00,0.00,0.40,0.40",15,0.00,0.55,"Sitelinks, AI Overview, Image pack, Video, Related searches"
các trò chơi về nước cho trẻ mầm non,"Informational, Commercial",70,"0.71,0.14,0.43,0.14,0.14,0.29,0.43,0.14,0.71,0.14,0.14,1.00",4,0.00,0.00,"Sitelinks, AI Overview, Video, Related searches"
các trò chơi với nam châm,Informational,70,"0.14,0.29,0.43,0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14",25,0.00,0.48,"Image pack, Video, Related searches"
các trò chơi với đôi bàn tay,Informational,70,"0.00,0.00,0.20,1.00,1.00,0.40,0.20,0.40,0.60,0.00,0.60,0.20",25,0.00,0.00,"Sitelinks, Image pack, Video, Related searches"
các trò chơi âm nhạc,,70,"0.18,0.06,1.00,1.00,0.82,0.06,0.06,0.65,0.06,0.06,0.41,0.06",,0.00,0.00,
các trò chơi ở ao vua,"Informational, Commercial",70,"0.67,1.00,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.67",8,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches"
các trò chơi ở công viên nước hồ tây,"Informational, Commercial",70,"0.18,0.09,0.09,0.09,0.36,0.09,0.09,0.36,0.09,0.09,0.27,1.00",15,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches"
danh sách các trò chơi trong running man,Informational,70,"0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00",18,0.00,0.00,"Featured snippet, Sitelinks, AI Overview, Image pack, Video, Related searches"
hack các trò chơi,,70,"0.03,0.01,0.01,0.01,0.03,0.01,0.03,1.00,0.01,0.01,0.01,0.06",,0.00,0.00,
trò chơi tô màu các số,Informational,70,"0.00,0.25,0.50,0.25,0.25,0.25,0.25,0.25,0.00,0.00,0.00,1.00",41,0.00,0.40,"Sitelinks, Image pack, Video, Related searches"
trò chơi về các con vật sống trong rừng,,70,"0.04,0.04,0.04,0.08,0.81,0.04,0.54,1.00,0.04,0.08,0.04,0.04",,0.00,0.00,
tất cả các loại trò chơi,,70,"0.02,0.02,0.02,0.08,0.02,0.02,0.02,0.02,0.08,0.02,0.02,1.00",,0.00,0.51,
tất cả các trò chơi minecraft,Informational,70,"0.07,0.14,0.07,0.07,0.07,0.07,0.07,0.21,0.36,0.21,0.00,1.00",60,0.00,0.36,"Sitelinks, Image pack, Video, Related searches"
tổ chức trò chơi cho các bé,Informational,70,"0.14,0.14,0.14,1.00,0.14,0.14,0.00,0.14,0.29,0.14,0.14,0.14",41,0.00,0.36,"Sitelinks, AI Overview, Image pack, Video, Related searches"
các hình phạt trong trò chơi tập thể,,50,"0.08,0.04,0.04,0.04,0.08,1.00,0.08,0.04,0.27,0.27,0.19,0.08",,0.00,0.00,
các trò chơi big game,"Informational, Commercial",50,"0.50,0.00,0.25,0.50,0.25,0.00,1.00,0.25,0.75,0.25,0.25,0.75",26,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Related searches"
các trò chơi cho gia đình,"Informational, Commercial",50,"0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.33",13,0.00,0.66,"Sitelinks, Video, Related searches"
các trò chơi cho đoàn thanh niên,"Informational, Commercial",50,"0.11,0.56,0.11,0.11,1.00,0.00,0.11,0.56,0.11,0.11,0.56,0.11",27,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
các trò chơi chơi trong lớp,"Informational, Commercial",50,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.00",44,0.00,0.02,"Sitelinks, AI Overview, Video, Related searches"
các trò chơi chủ đề gia đình,"Informational, Commercial",50,"0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00",11,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Related searches"
các trò chơi dành cho 2 người,Informational,50,"0.14,0.57,0.14,1.00,0.29,0.14,0.29,0.14,0.14,0.14,0.14,0.14",43,0.00,0.50,"Sitelinks, AI Overview, Video, Related searches"
các trò chơi dân gian tết,,50,"0.13,0.03,0.03,0.03,0.36,1.00,0.03,0.03,0.03,0.03,0.03,0.03",,0.00,0.00,
các trò chơi dân gian việt nam bằng tiếng anh,"Informational, Commercial",50,"0.20,0.20,0.20,0.20,0.60,0.40,0.20,1.00,0.20,0.20,0.20,0.20",40,0.00,0.01,"AI Overview, Image pack, Video, Related searches"
các trò chơi dân gian vui nhộn,Informational,50,"0.25,0.25,0.25,0.50,0.25,1.00,0.25,0.25,0.50,0.25,0.50,0.25",59,0.00,0.15,"Featured snippet, Sitelinks, AI Overview, Video, Related searches"
các trò chơi dân gian ở lễ hội đền hùng,Informational,50,"0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.71,0.14,1.00,0.14,0.14",16,0.00,0.00,"Featured snippet, AI Overview, Video, Related searches"
các trò chơi halloween cho bé,,50,"0.08,0.13,1.00,0.05,0.13,0.00,0.03,0.00,0.00,0.03,0.00,0.00",,0.00,0.00,
các trò chơi học tập dành cho trẻ mầm non,"Informational, Commercial",50,"0.00,0.25,0.25,0.00,0.25,0.25,0.25,0.50,0.25,0.00,0.25,1.00",16,0.00,0.10,"Sitelinks, Video, Video carousel, Related searches"
các trò chơi hội chợ hay,"Informational, Commercial",50,"0.20,0.20,0.20,0.00,0.20,1.00,0.20,0.20,0.00,0.20,0.20,0.00",25,0.00,0.50,"Sitelinks, AI Overview, Image pack, Video, Related searches"
các trò chơi khi uống bia,"Informational, Commercial",50,"0.20,0.20,0.20,0.20,0.60,0.40,1.00,0.40,0.80,0.20,0.20,0.20",41,0.00,0.64,"Sitelinks, Video, Related searches"
các trò chơi kinh dị,,50,"0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.27,0.12,0.35,1.00",,0.00,0.36,
các trò chơi mạo hiểm ở vinpearl nha trang,Informational,50,"0.20,0.80,0.20,0.20,0.20,0.20,0.20,0.20,0.60,0.20,1.00,0.40",18,0.00,0.14,"Sitelinks, AI Overview, Image, Video, Related searches"
các trò chơi ngày xưa,,50,"0.03,0.10,0.03,0.03,0.03,0.03,0.18,0.03,0.03,0.03,0.03,1.00",,0.00,0.22,
các trò chơi noel,,50,"0.18,0.03,0.05,0.05,1.00,0.03,0.00,0.03,0.03,0.23,0.03,0.00",,0.00,0.00,
các trò chơi quản lý thời gian,"Informational, Commercial",50,"1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00",34,0.00,0.00,"Sitelinks, Video"
các trò chơi quản trò cho thiếu nhi,"Informational, Commercial",50,"0.11,0.11,0.11,0.22,0.11,0.11,0.11,0.33,0.11,1.00,0.11,0.11",43,0.00,0.21,"Sitelinks, AI Overview, Image pack, Video, Related searches"
các trò chơi sinh tồn,Informational,50,"0.50,0.25,0.25,0.75,0.25,0.25,0.25,0.25,0.25,1.00,0.25,0.25",47,0.00,0.00,"Sitelinks, Image pack, Video, Video carousel, Related searches"
các trò chơi team building tiếng anh,"Informational, Transactional",50,"0.25,0.25,0.50,0.25,0.25,0.25,0.25,1.00,0.50,0.50,0.00,0.25",13,0.00,0.14,"Sitelinks, AI Overview, Image pack, Video, Video carousel"
các trò chơi team building trong nhà vui nhộn,"Informational, Commercial",50,"0.11,0.11,1.00,0.22,0.11,0.11,0.11,0.11,0.11,0.22,0.44,0.11",25,0.00,0.00,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches"
các trò chơi thiếu nhi,,50,"0.22,1.00,0.22,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.22,0.03",,0.00,0.94,
các trò chơi thiếu nhi 1 6,"Informational, Commercial",50,"0.25,1.00,0.25,0.00,0.00,0.00,0.50,0.00,0.00,0.50,1.00,0.00",8,0.00,0.00,"Sitelinks, AI Overview, Video, Related searches"
các trò chơi tiếng anh hay,"Informational, Commercial",50,"0.14,0.14,0.29,0.14,0.29,1.00,0.14,0.14,1.00,0.14,0.14,0.29",18,0.00,0.00,"Sitelinks, Image, Video, Related searches"
các trò chơi toán học,Informational,50,"0.11,0.11,0.22,0.11,0.33,0.22,0.11,0.22,0.11,1.00,0.11,0.22",34,0.00,0.29,"Video, Related searches"
các trò chơi toán học lớp 1,,50,"0.09,0.09,1.00,0.09,0.09,0.09,0.09,0.09,0.22,0.09,0.09,0.09",,0.00,0.03,
các trò chơi toán học lớp 2,"Informational, Commercial",50,"0.07,0.07,0.66,1.00,0.07,0.07,0.07,0.66,0.54,0.07,0.44,0.07",12,0.00,0.04,"Sitelinks, AI Overview, Image pack, Video, Related searches"
các trò chơi trang điểm,,50,"0.10,0.03,0.03,0.03,0.10,0.13,0.05,0.03,0.13,0.08,0.03,1.00",,0.00,0.52,
các trò chơi trong môn toán lớp 4,Informational,50,"0.00,0.20,0.00,0.20,1.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00",9,0.00,0.00,"Sitelinks, AI Overview, Video, Related searches"
các trò chơi trung thu cho bé,,50,"0.02,1.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02",,0.00,0.50,
